query_id	doc_id	relevance
thrombosis_q001	3bd49a1eb6b81bfeee07bf08b41a16e1007921432c10c545bd611c0e1db6ca5e	0
thrombosis_q001	59a970ce3a674b8b843b8c8d5fd15c8028fa9de1af79fd589922ca609994db6e	1
thrombosis_q001	5f2719dbd6a587468f5269a94ef66ca291b0298a688155863bd179d44baf3a09	0
thrombosis_q001	5f286d6b4b9381ccb6882e797a4ccb9ad36920bd775de6986b35d0f1544aa31f	2
thrombosis_q001	600ac93baa3b66d29a42b564f753d6db9cb5c58ded98106a84b27bcfbd26dac2	0
thrombosis_q001	654bc2141902687c9325cd6fbfcdfb0a6b42303ab20ecaed74c80bff00c5d242	1
thrombosis_q001	6c4d0a7473468c87812d67d7119aed406f63089a1229f8d7f3fd74ccab2bf072	0
thrombosis_q001	747a6f67dfcad226d9b08b19619450b6e0a414c197839d61aa266513e39d170e	1
thrombosis_q001	886d1bbda77e52cf7833be6afc63c23a4cdc0cd24f85dde90b8087323ce40b31	0
thrombosis_q001	8edfa822bc0437756e2875d5871cee5124bd82c890904e121697e8272fd3d420	2
thrombosis_q001	a01794bf7974f8481fc90723194690bbc7ef8d064687827873f01d7e9c081757	1
thrombosis_q001	a4d79c2d7c8f6bd4e88fc835ea0f93240290afc1c04af8a77c19b3919ef3c069	0
thrombosis_q001	abd6dd44d27063792e258acfd4c4929125b6c6671c4aa980d8985a68c1ed2255	0
thrombosis_q001	bf095d4fdd8647fd03e451ffbf154fc40d7877ca577fb49dc1f660980a5387c8	2
thrombosis_q001	c0236184d7043ba7e7863bffd0e79e5835c1c7777e567c452d93387b6a547a17	0
thrombosis_q001	c87b892721821dc95a921a0b4afbe6466e5a25b9bc9241bbd4f12ae4b9eeb2c3	1
thrombosis_q001	ccdc605f4556e52be4e2c4bd021c23db1fc5f3816e6a2bbde951b9b61d1620bd	0
thrombosis_q001	ec2451ace17696e4c7602fdd4d313bfb707150afef4498aed183754988df4a11	0
thrombosis_q001	f698615e1f3559a8746feac626ca97614b052a74ce872c093febb99a5211c2ed	0
thrombosis_q002	29c3369741268331e3f30dc032f59707972c5953b2e0686c3147d4d3c8a631ab	0
thrombosis_q002	2af22f59f289bc10c0668a569452e2cdc7a9fa8b3ec762826332c088848f6733	0
thrombosis_q002	3bd49a1eb6b81bfeee07bf08b41a16e1007921432c10c545bd611c0e1db6ca5e	0
thrombosis_q002	59a970ce3a674b8b843b8c8d5fd15c8028fa9de1af79fd589922ca609994db6e	1
thrombosis_q002	5f286d6b4b9381ccb6882e797a4ccb9ad36920bd775de6986b35d0f1544aa31f	2
thrombosis_q002	600ac93baa3b66d29a42b564f753d6db9cb5c58ded98106a84b27bcfbd26dac2	0
thrombosis_q002	654bc2141902687c9325cd6fbfcdfb0a6b42303ab20ecaed74c80bff00c5d242	0
thrombosis_q002	6c4d0a7473468c87812d67d7119aed406f63089a1229f8d7f3fd74ccab2bf072	2
thrombosis_q002	747a6f67dfcad226d9b08b19619450b6e0a414c197839d61aa266513e39d170e	0
thrombosis_q002	886d1bbda77e52cf7833be6afc63c23a4cdc0cd24f85dde90b8087323ce40b31	0
thrombosis_q002	8edfa822bc0437756e2875d5871cee5124bd82c890904e121697e8272fd3d420	2
thrombosis_q002	a01794bf7974f8481fc90723194690bbc7ef8d064687827873f01d7e9c081757	1
thrombosis_q002	a4d79c2d7c8f6bd4e88fc835ea0f93240290afc1c04af8a77c19b3919ef3c069	0
thrombosis_q002	abd6dd44d27063792e258acfd4c4929125b6c6671c4aa980d8985a68c1ed2255	0
thrombosis_q002	bf095d4fdd8647fd03e451ffbf154fc40d7877ca577fb49dc1f660980a5387c8	2
thrombosis_q002	c0236184d7043ba7e7863bffd0e79e5835c1c7777e567c452d93387b6a547a17	0
thrombosis_q002	c87b892721821dc95a921a0b4afbe6466e5a25b9bc9241bbd4f12ae4b9eeb2c3	1
thrombosis_q002	cc0f2d2590b09580d59b5cf67dd3a0367974ad984d8523194f4f8db7f4ca50e6	1
thrombosis_q002	ccdc605f4556e52be4e2c4bd021c23db1fc5f3816e6a2bbde951b9b61d1620bd	0
thrombosis_q002	f698615e1f3559a8746feac626ca97614b052a74ce872c093febb99a5211c2ed	0
thrombosis_q003	3bd49a1eb6b81bfeee07bf08b41a16e1007921432c10c545bd611c0e1db6ca5e	1
thrombosis_q003	417ff8ca216100ec3aff2de4319e6da0e7be3ce7d90f6c6705b5d29994440443	0
thrombosis_q003	59a970ce3a674b8b843b8c8d5fd15c8028fa9de1af79fd589922ca609994db6e	1
thrombosis_q003	5f2719dbd6a587468f5269a94ef66ca291b0298a688155863bd179d44baf3a09	0
thrombosis_q003	5f286d6b4b9381ccb6882e797a4ccb9ad36920bd775de6986b35d0f1544aa31f	2
thrombosis_q003	600ac93baa3b66d29a42b564f753d6db9cb5c58ded98106a84b27bcfbd26dac2	2
thrombosis_q003	654bc2141902687c9325cd6fbfcdfb0a6b42303ab20ecaed74c80bff00c5d242	1
thrombosis_q003	747a6f67dfcad226d9b08b19619450b6e0a414c197839d61aa266513e39d170e	0
thrombosis_q003	886d1bbda77e52cf7833be6afc63c23a4cdc0cd24f85dde90b8087323ce40b31	0
thrombosis_q003	8edfa822bc0437756e2875d5871cee5124bd82c890904e121697e8272fd3d420	1
thrombosis_q003	a01794bf7974f8481fc90723194690bbc7ef8d064687827873f01d7e9c081757	0
thrombosis_q003	a4d79c2d7c8f6bd4e88fc835ea0f93240290afc1c04af8a77c19b3919ef3c069	0
thrombosis_q003	abd6dd44d27063792e258acfd4c4929125b6c6671c4aa980d8985a68c1ed2255	0
thrombosis_q003	bf095d4fdd8647fd03e451ffbf154fc40d7877ca577fb49dc1f660980a5387c8	2
thrombosis_q003	c0236184d7043ba7e7863bffd0e79e5835c1c7777e567c452d93387b6a547a17	1
thrombosis_q003	c7c4424941ac8c3df493af7762654a9bba86263ef2e839de3dcb2a32f648f089	0
thrombosis_q003	c87b892721821dc95a921a0b4afbe6466e5a25b9bc9241bbd4f12ae4b9eeb2c3	2
thrombosis_q003	f698615e1f3559a8746feac626ca97614b052a74ce872c093febb99a5211c2ed	0
thrombosis_q004	060fffece2db23dd24dd15daa4a1fcd41a25a91fdefc1f22a38b88330c2229f6	0
thrombosis_q004	0e217a446399acb8cb9ac10cf3f865d0abdf9ec78291e28e7e2a64761743b8c7	0
thrombosis_q004	0ee72aa56475f088d05a92e1e534aa0754c33293a688c507de7333ca24062164	2
thrombosis_q004	17947ad83c8c817f4ec92cb4110370ba617268d38b4d846b42f62205dfba0481	1
thrombosis_q004	19b88c40a35c0beab27062994bd073ea33c8932639c93cfc88d3545e01b6591e	0
thrombosis_q004	1ade146caffade0751c48f219f6fab5ecd856e44f7ba229b5be3e8ff935df650	0
thrombosis_q004	1bc019944f3015a6431afec91a330368ec6e1e2f99fa84a740c25e29a2e93541	0
thrombosis_q004	1c57d139462323547b2238e536ec47cacabd3239af74c20c1845cc076d32d93d	1
thrombosis_q004	2192034e524f922513f85540de5de02aa750e7cd279adcfb485d1c66c3a1565c	0
thrombosis_q004	27a55b1a6e708220e4477ae500353c0c957bf81a19c2669cd74cd6594062b84b	2
thrombosis_q004	2c771af9f3318bc04c4ce36dc52c8f31917f373a5729faba33fef2f9f3e0e5d9	1
thrombosis_q004	403276112ae9c984489a5f567ccff08fa4ac60454b427fd9ec675091ce93948f	1
thrombosis_q004	45dbec756507c32c1c4a4d60606dce0dc6f58dec598dd96b398d623ab521beb5	2
thrombosis_q004	4d5761f2327a6e7a305981129b38a36697465ac6bd5004a6be6c216f022b9595	0
thrombosis_q004	55009ec881b42298ad1d384ff8cd04f8ab1474ec0643dac96b0ce456f36d44b3	0
thrombosis_q004	591d086a7874974b8a6e16056345c5d11357d6e32f9066746f1242a9b87afe09	1
thrombosis_q004	5e0d8f3809b67672a05694abf4dc1fe68739bf0b5039806c7189cc81fd88801b	2
thrombosis_q004	704029ebd54e67e1dd3ff09fb4716b7568a9a9c2e46d5d8632ad6aeddc60c8a4	1
thrombosis_q004	77480fdb5d4c2104dcdcfe7b861c9c5d26bf84145131a2a95b2e25633165043d	0
thrombosis_q004	8417d85579abd55b86c2e52173cd7e64aae36d0353c3e0f8cb95d8042fae2bd9	0
thrombosis_q004	8bd34b114fbe377be7578015cab0bbabb1ab3723931c35dda858715902cecf90	0
thrombosis_q004	b6776797e4cfd3db95a154f85b6643b2ca2154c8b8d9f191b75716aff5313614	2
